gene	acinar	beta	delta	ductal	alpha	gamma	endothelial
ACOT2	0.301022109426463	0.486012845241447	0.431884817031457	0.670514660559021	0.619927113546269	0.854319689023521	0.179619270306145
ACOT8	0.946609594045693	0.931075819548138	0.74489370475572	0.8924443321272	0.955392847425458	0.771220381133329	0.481167624333602
ACOT9	1.37255916960955	0.126382974859309	0.147140651597472	1.28702731654717	0.399104617915835	0.180282824199476	0.83235855526212
ACOX1	1.55970787975235	0.950966561802905	0.756065066165042	1.65513063021596	0.836295222028334	1.23990189499892	1.00128165452984
ACOX3	0.740249607384063	0.185539268469812	0.124565402964071	0.914058616980942	0.245946951906326	0.180525452665555	0.418666756972563
ACP1	2.73071549035498	3.42941099699086	3.17601114761838	3.14221002475422	3.31279526004025	2.64440517046438	1.59624782348283
ACP2	1.60945499130055	1.11356562693896	1.3788437553638	1.44386094271995	1.87700315587642	1.43916373658359	0.920160546445753
ACP6	0.592475052763152	1.16360026913015	0.740125589373459	0.517116116472037	0.397754403706012	0.947327288197535	0.240863744677504
ACSL1	0.974289526159948	2.75252904263135	2.95627876107922	0.737605272841686	0.655199185538662	3.05066502510281	0.491048462726294
ACSL3	0.890639306848496	1.17720635658424	1.30316201306879	1.89277160096297	0.815275994531597	0.769763270323409	1.10692306212298
ACSL4	0.684286932614319	0.233523275937247	0.240076486761541	1.12984599733023	0.218274934486357	0.252305803240186	0.77364566469
ACSS2	0.56549719049008	0.407548597163212	0.427620676053137	1.40478461505201	0.442562105132067	0.435406096583075	0.700100268168744
ACTB	10.152174139089	9.17786242814794	9.23598040919011	11.5526717029821	10.2538814159231	9.65292841780997	10.7784681589045
ACTG1	13.3395458817531	9.54264646246839	9.8729485265159	12.2964601508753	10.7921878793701	10.6150517424056	10.8592858355307
ACTL6A	1.17833146782579	0.907346806578784	0.930086859419655	1.53839043834219	0.767278781151911	0.580695843832906	1.49065087239523
ACTL6B	0.00825896138356342	0.522331414530208	0.560023247585875	0.0133967752690357	0.580868813671888	0.876534498074492	0.0363204197112845
ACTN1	4.85091684298696	3.06994535473655	4.88168285252389	6.23422302210436	4.7006215740705	4.3296468675464	3.35813604777351
ACTN4	7.35134419375611	5.41281992822825	5.18446759992073	9.76911960628935	6.6020850656823	6.46832056960617	6.44104002875071
ACTR10	1.77099479330155	2.87877239873485	2.40748315719072	2.13484690281615	2.38340438713029	1.47851735827012	1.93552009744187
ACTR1A	3.00030760230245	2.52911861776199	2.72697636987921	3.37014871161272	3.28081864648144	3.50150490058947	3.61505220658194
ACTR1B	2.71493547755487	1.9003941463367	1.80994823249836	2.78776782884005	1.71041710989724	1.92497897321503	1.65235523675421
ACTR2	3.56422716487658	3.42081779642344	3.52979385422644	4.49109524537555	3.73734352390059	3.44314426409036	4.64464697786103
ACTR3	3.53102110771027	2.32771080539572	2.63961436611894	4.62405073386839	2.90479584627859	2.56053421014714	3.74957509642634
ACTR3B	0.345467205055147	1.46561830446699	0.636926227130415	0.33751572029261	0.488935909728751	0.330658402575782	0.254462929665224
ACTR6	0.225568222126646	0.704727267961544	0.603022138378888	0.499402306861528	0.475216109777452	0.619785633254797	0.758425692586139
ACTR8	0.51838338708689	0.587333533177072	0.423317854914218	0.533362026612161	0.456337730172951	0.573029747238326	0.388789638013751
ACVR1	1.10241794826155	1.60591400995251	1.63492276822518	1.31222383454421	1.66144762456421	1.36981022326722	1.01982971356749
ACVR1B	1.21150672903517	1.72521167040854	1.73470839326841	2.11224922450078	0.385762887174318	1.47620661086373	0.698118280313089
ACVR1C	0.0133723754156957	0.856672905881791	0.142842714424311	0.0597919882121086	0.731863200981594	0.798291277262789	0.0902736203690457
ACYP1	0.469905322218905	1.10969774793302	1.04357454143551	0.665246123535551	1.07647961401252	0.741212682981728	0.380692446349372
ACYP2	0.332358408029964	0.79785096028158	0.787777009096563	0.544838112012824	0.781950170451965	0.481352751962695	0.432777202687466
ADAM10	0.685677752496826	0.899619632930933	0.942317143051002	2.47553579470848	1.28441121366201	0.767445682910553	2.42466186957685
ADAM15	1.15054159358473	0.554222546755284	0.434237346710257	1.84585057935456	0.833870312291413	0.477977396716597	2.11033243389764
ADAM17	0.737698468645405	0.759259805368895	0.754636886978179	1.615830898843	0.481590394741212	0.879069721018047	1.64434963529226
ADAM9	2.52190580934968	0.643433882686196	1.17005346302871	4.32595153461611	1.44732314815954	0.621165796530685	1.15556197556938
ADAMTS1	1.25970171790147	0.0172737003381865	0.0563608187285792	1.22343737163307	0.0834202069279947	0	1.82226993892513
ADAMTS9	0.0997727101562086	0.0153699278516487	0	2.76855325786018	0.0147506930852742	0	3.70560510713417
ADAMTSL2	0.020085544044491	1.24129407138032	2.15405660269503	0.116369692176019	1.6050199186698	2.90020956760334	1.53576311847332
ADAR	1.71539753102494	2.71696110595391	2.4328432257517	2.39721029464136	2.39903557892396	3.19438795066546	2.55076116451412
ADCK2	0.69168138150008	1.07161582239554	0.941145025868055	1.25656031286965	1.19171220166255	1.17721878726603	0.285175499042789
ADCY1	0.0704010063752172	0.326758718887975	0	0.0575784967160171	1.20239178768902	0.410911447320262	0.0653393163049394
ADCY2	0.00599222032069521	0.0442755526591932	0.559325819360641	0.141006908359303	1.12068493622287	0.0324785193148249	0.0617789004835477
ADCY5	0.0122943664064712	0.105189928417275	0.537382769208092	1.26920085842124	0.531309108707123	0.088464810172513	0.0297414014584558
ADCY6	0.450174895123336	0.556956852305313	0.636575733067746	1.00549015664831	0.973228786128982	1.16940157617823	0.869133684900569
ADCY9	0.398383894839314	0.278893822160823	0.198704341303053	0.75571374689476	0.553825119975699	0.254872023962352	0.47696228743863
ADCYAP1	0.264381383615207	7.35545506320627	0.241175109746002	0.260114558446754	0.255917243582783	1.05653359964011	0.467915929409785
ADD1	2.66513450009273	2.40141956288513	2.46205314727636	3.76810833017943	2.83406128834063	2.92385173891287	2.60842195607608
ADD3	1.69371813041939	0.669889029744105	1.04206978917041	2.41586896844534	0.991149551461109	1.31212715530994	2.80370694563532
ADGRE5	2.80190967522149	0.0274935691092148	0.0499846260043766	1.45301086654145	0.0511157929014529	0.0318704723184399	0.350827693777152
ADGRG1	2.10695678352229	4.24563551296116	1.87446864494418	2.02113630522758	3.41518469392114	3.2913963175987	2.63864777793203
ADGRL1	0.350455706801003	1.35863174064311	1.70324525687317	0.652342014469713	1.6099505909542	2.57406870269785	0.557764204369774
ADH5	1.29938876949977	1.00604887849192	0.573434249121875	0.993149271126223	0.63413072824423	0.707506111416934	0.971402847859002
ADI1	0.898740588443423	0.556433126849743	0.514966196144393	2.43111303230664	0.576891261816552	0.724194796250189	1.04807146556022
ADIPOR1	2.81023744616575	4.00931539156319	3.02732894890955	3.24799018605511	3.11316381268445	3.37727460934366	3.02820348670242
ADIPOR2	1.72588558820375	1.38485664148283	1.26678388949668	2.28305852142545	1.53118079894726	1.18192383043886	1.54244570455651
ADK	0.79601740264358	1.40539720689227	1.3200818714065	1.43322530911139	1.13823175160534	1.19526105236267	0.441155107497504
ADM	3.70943358525389	1.95089964675184	1.57234243260889	4.71733515429807	1.43277748117579	1.29383215581902	2.66603447310878
ADNP	0.797228231160214	1.25772432008408	1.07237710038665	1.54831123391967	1.02033517040403	0.949208126141164	1.20853765950025
ADNP2	0.408661603951902	0.519774110490053	0.438396924750989	0.808857271429943	0.491780330064946	0.458162937767333	0.558294237477468
ADO	0.257443849200227	0.507643878683175	0.431826123934559	0.81001755967944	0.384143657912809	0.245190279043447	0.993630955255459
ADPGK	0.89809084202425	0.717506263134882	0.624048955100983	1.15163346328885	0.471746558126873	0.562565897299592	0.827011770529876
ADPRHL2	0.904959208474694	1.22524891403227	0.778601554679189	2.03830210602079	1.37153699892599	1.0857924264839	0.876447904406297
ADRM1	3.85624265177253	2.41537105785125	1.87054507134773	3.9136743266348	2.44975805712814	2.1714448994693	4.37443335526562
ADSL	2.15938862615064	1.02647162943908	1.24196380809203	1.76733397412893	1.2292798608267	0.956592081904465	1.34478634631855
ADSS	1.11706104796449	1.18949131628998	1.12005985028633	1.70394614842367	0.658830353413396	0.769912443247023	1.62264181356133
ADSSL1	0.0538325075126794	0.740894138950971	0.582371514587518	0.225873551368226	0.415754539573463	0.145892550966101	0.086833221436787
AEBP2	0.389140996985358	0.719984858507215	0.844108771441521	0.774591762577665	0.78414979502668	0.719605716677922	0.434378529034428
AEN	1.09571148248654	1.27788022297395	1.05540746615658	1.27788590480296	1.95839003842168	0.865309072588581	0.762889229935459
AFAP1	0.328599374090658	0.127446796079008	0.262318340306715	1.28416326238169	0.305890893329942	0.0957789908510946	1.61231489101986
AFF1	1.09774261771736	1.62863605628789	1.26809497995176	1.68000948263882	0.800262878198397	1.22993952623875	1.50555430659272
AFF4	1.65050845037082	2.69983328454751	2.38367997003172	3.23932255766773	2.2808097054257	2.56271641760421	1.84573748600498
AFG3L2	1.6254208988291	1.48406852087774	1.28470314732037	2.18552817604402	1.71076818461656	1.70065667791699	1.25545936967171
AFTPH	1.54676118898832	2.25454977577187	2.24601404645961	2.73888228836156	2.18130260343759	2.89565194459863	1.55632544250984
AGA	0.434405495532361	0.652167553603362	0.540073644178959	0.616307689109057	0.63719547956432	0.792673214660007	0.194574029380528
AGAP1	0.72237521433671	0.544378047330565	0.675393822210769	1.6082084030396	0.8480689439923	0.874117421498843	0.757463497713171
AGAP3	1.84925652218273	1.85950730809483	2.08731127737034	1.50483968134416	2.06035662224545	2.43143986855823	2.50962065821528
AGBL5	0.352947574980528	0.450197895640302	0.258058203116605	0.584069197643154	0.367601346887772	0.332671890609332	0.137429095310277
AGFG1	1.66374304961129	1.02157020689159	0.810716428088955	2.15778654057926	1.33903839605135	0.966164867660668	1.63002285759676
AGFG2	0.259281824117761	0.431088643343463	1.30100005337824	0.905072772749637	1.38553518185778	0.711247715449259	0.450931631329584
AGGF1	0.548536186328506	1.14215194633906	0.765544482829353	0.917974680059986	0.612088480982836	0.528695836642095	0.743807744596833
AGO1	0.616529728604151	0.80395923242502	0.771111673739764	0.735096281434813	0.648325871621445	0.818428296773276	0.585173766124382
AGO2	1.6990174337957	1.97544971069718	1.98174835863251	2.12687713620937	1.50759380366871	1.79154304506654	1.59740868086811
AGO3	0.237131210830375	0.664562946900297	0.774469718955577	0.592877127333462	0.699378635745737	0.930401383611558	0.329287298688365
AGPAT1	0.822426595211573	1.36312538261203	1.37894865927833	1.42601807746206	1.34485455853202	1.75775665925265	1.23351725831985
AGPAT2	3.01533280277364	1.53864935067044	1.44244772346579	4.22750222493	2.29220185970691	2.54994594599829	0.229182584132207
AGPAT3	1.84049855136103	1.0818543871812	1.1349828211974	2.67216901199072	1.33375657244722	1.4131866015051	1.59219798232285
AGPAT4	0.518919165154214	0.33979608152253	0.890307962124507	0.488699426052345	0.524152537377882	0.681666806797606	0.320203230166974
AGPAT5	0.712371107423875	0.827160612902427	0.822282438527477	0.622332730643153	0.519916897071835	0.992884787258982	0.865646090022273
AGPS	1.13832842093181	0.48223590988498	0.602979650249655	1.02335717248948	0.52874954627486	0.367307162859526	0.573425347899614
AGRN	0.465330684932108	0.421799111214947	0.512759468283064	5.48782921934718	0.825649007890839	1.41458313303488	2.55779013068838
AGT	0.168597356246157	1.65711811158318	0.63271169222616	2.57845564993022	3.60299287029847	0.716955378472216	0.205628192499993
AGTRAP	5.97493168109626	0.568044575817595	0.835938732035525	2.94392478648311	1.17894349918931	0.530242834265378	0.894358145853233
AHCTF1	0.416935386012213	0.933803521934922	0.70645013652629	0.76675393408664	0.653129720246124	0.637353107134283	0.46911407080952
AHCY	3.99648518803944	1.44003865699712	1.45487533242321	2.28900255590578	1.48935888223831	1.37836185176092	1.09698885386615
AHCYL1	4.39441388531041	7.33714989410142	6.90083956955367	7.48881316364719	5.68815474747427	6.34723403748828	4.47484764048628
AHCYL2	0.256739757606276	0.596058921399731	0.506989583029773	0.527396363173653	0.460238998416787	0.442615731036009	0.357654826946988
AHI1	0.488601830249044	2.56845087737674	3.57860569908441	0.704607130565016	2.03374257383151	2.66826574926667	0.402718197537499
AHNAK	0.901036704343003	0.124762502207304	0.206067176036735	4.3857590309733	0.668179204281069	0.845356432890093	4.22358484147215
AHR	0.35746995342262	0.399175096568036	0.211063774208175	1.71780637220001	0.0481083101176511	1.06491631566449	2.43871789622895
AHSA1	2.35452605246601	2.59667753374491	2.28739719571569	2.55111776359279	2.57075537031494	2.15100693304735	2.46593135310466
AIDA	1.62723984964127	2.34613047282263	1.6920355476346	2.04626022289993	1.35162184149608	1.99102519690326	2.01996626281169
AIFM1	0.738124538507228	1.15534800521275	0.788953072541559	1.02688231242383	1.0776863687626	1.01404650888397	0.882570199256907
AIFM2	0.857080595902636	0.782581729846363	0.450263862723289	1.28896082882333	0.840935284663339	0.514599671546876	0.540380397658628
AIG1	0.701295699678179	2.59399108669064	2.06907749367096	1.59975974539919	2.24591974878575	2.51484186738696	0.525518504733823
AIMP1	1.63950665975565	1.65117452351718	1.2231755934561	1.55686407589425	1.43994595138525	1.03112560983166	1.06392644123479
AIMP2	1.32550095237963	0.832758696185545	0.625881572237442	1.20697193756081	0.881237191959341	0.507926681222513	0.760931180600248
AIP	2.03324856034344	2.76316404070181	2.21872222393108	2.45364506034325	2.24245626649932	2.40607593059634	2.56400188574518
AK1	0.635079808395882	1.36155550432081	1.49278262071629	2.91357400134813	1.86902647110523	1.52076270850874	2.38854482090325
AK2	3.5360798040381	4.04158508272899	2.85076639615277	3.66155883394361	4.40441282937517	2.5501753907929	2.59258848031924
AK3	2.75399027314975	3.10189624053025	2.50901892281214	3.61616479809233	2.9700672878028	2.58657507097227	1.67942630634055
AK4	0.386289521214522	0.993132247455169	0.357009096881246	0.822741826680073	0.163957316073254	1.68566708053625	0.449814554072353
AK6	0.925545934306307	0.939248309479721	0.598210674332379	1.08371099839012	0.849727222204194	0.51376001502953	1.02763113576804
AKAP1	0.871078067593412	0.766367933199598	0.771749763321493	1.55996438941256	1.01861230619039	0.657168860675511	0.859599768680553
AKAP10	0.384707825432548	0.481976303214562	0.27995392930841	0.707089970139555	0.31275996874767	0.387461830982153	0.579805263584172
AKAP11	0.4009842341789	1.54912474171861	1.55142680557657	0.995427057991696	1.02761529122138	0.945567462428257	0.852967285851512
AKAP12	0.191221898021876	0.263957725592403	1.66391126024565	1.49063818549745	0.324955936247191	1.67302573710244	0.665212084799839
AKAP13	2.61637046518178	0.785559917971055	1.45138991553637	3.80116383114605	0.885930981737574	1.14921322965181	3.32147718355488
AKAP17A	0.578438390012209	0.742243145816494	0.983411885042458	0.976508763359391	0.682423914533327	0.842718857108599	1.08031647555363
AKAP8	0.684808450250325	0.411311740156579	0.539440526850232	0.75725120187653	0.601293009489884	0.534401342277333	0.742911032815402
AKAP8L	0.627715873718902	1.25449652187596	0.963430813425357	1.21037436250995	1.10624515024678	1.27856381750917	0.730854281543162
AKAP9	1.53123702507499	2.51466552329804	2.79578361277913	2.32971016590196	2.30094129172011	3.34398857003803	1.12834942986804
AKIP1	0.693057497003366	1.62226616138001	1.0521252972557	1.17355759368397	1.31536169755065	1.44221399794409	0.909314318916513
AKIRIN1	1.08248996029892	2.46866995331249	2.19419434504356	2.37019989951082	2.62129021725896	2.26105200699143	1.76992446115952
AKIRIN2	0.362719395123758	0.606462893081791	0.404669442130753	0.738291589184927	0.37816820049792	0.400639325795608	0.495891693511125
AKR1A1	4.89507109852658	3.52518120667118	2.71736665521625	3.98859643058054	2.5531688447584	2.71975994165115	2.91617084541936
AKR1B1	1.39078532860281	2.39339378180915	2.24691117408173	2.51578079146018	1.83985747689916	2.83456832121024	3.26295914464799
AKR1C1	3.12128695731201	0.140291522731236	0.0765782382020781	2.35151134500377	0.13326088966742	0.349053311034659	0.301136260080267
AKR1C2	3.63972157619944	0.257654102516553	0.0881616955676021	2.40018418538519	0.155396213193707	0.374700092314227	0.24679065692449
AKR1C3	5.57418568230013	0.257823374825175	0.0561496196391021	2.70574591184156	0.202593138499121	0.315805724555971	0.0632442378985658
AKR7A2	1.56100990739625	3.43303350677937	2.61340193196242	2.36440246802111	2.79970063069883	3.10417980739763	1.57576101905155
AKR7A3	2.60287759985678	0.114440665146465	0.0621879876970865	0.499213824638188	0.105946577343581	0.13025813109323	0
AKT1	3.92864810434493	3.15218436106798	2.71018159377159	3.97800090515348	2.81470293580716	3.00121047055747	3.52416425172049
AKT1S1	2.25063070962108	2.10441966323212	1.72200365747662	1.78256681592026	2.40717133155472	3.00685307625889	1.3893250701477
AKT2	2.5373802363764	1.30597057654563	1.08943700625259	2.56446496679665	1.2655565182446	1.68612123871888	0.680869857790498
AKT3	0.165248626652867	2.68390661076333	2.76725552015162	0.991292965747611	1.68448898770227	2.46028888103049	2.72008248578436
AKTIP	0.253474154483133	1.30802703704457	1.11291887446928	0.750080023048132	0.862578707611517	1.010550474343	0.948499079648519
ALAD	0.831746036592182	0.399980807061334	0.432132900556029	0.907405548075053	0.345898071231914	0.408717999426796	0.442922566823621
ALAS1	0.694998661347722	1.23012994201728	1.58937859453736	1.35435544147243	1.38834033584635	1.53229895322271	1.18232697002367
ALB	3.16441452861497	0.107564989798625	0.0672049013209025	1.17655874047065	0.0546593512548729	0.191856087341404	0
ALCAM	1.63252892521476	4.6461818569984	4.16769142618279	1.38740529882662	3.02562178242506	3.7444225795168	0.327511164688898
ALDH16A1	0.54809993325892	0.343694944899766	0.29646586499038	0.796258850745322	0.310117044725357	0.340158335689203	0.92915272894071
ALDH18A1	1.84599720879938	2.54951207671436	1.59505061988439	1.64578971231266	1.71556067738958	2.1423999381712	0.635507939496174
ALDH1A1	7.32968823556516	4.29869404339293	4.16202217165531	2.85775129844057	9.40821977061762	8.91631647734574	0.614079288613648
ALDH1A3	0.159032637119359	0.0332914364424795	0.0245636835087045	3.90274896682522	0.00383364220956332	0.0297359306833424	0.055964412248475
ALDH2	1.56983927555675	0.472502300255966	0.920267573586574	2.95605702992481	0.738732407303158	1.3794584304907	1.02821809256144
ALDH3A2	2.26846213142304	0.779176407604358	0.881769444888314	3.75754990202032	0.715730837302768	0.641821201887754	0.761758853056631
ALDH6A1	0.132576216697538	0.595860743682225	0.59239621522956	0.546967845833132	0.305942665965399	0.743059950463179	0.122797232401314
ALDH7A1	0.374581480938873	0.538059859236534	0.639864032530605	0.855955459607775	0.47362208742176	1.07515335871053	0.576318402391823
ALDH9A1	0.735976438280727	3.02719780751077	2.54969607095653	1.58363357417133	1.78885036730779	2.95957537507819	2.29957216179442
ALDOA	4.94958309650356	5.74409164592936	3.99042257903597	6.06132375769181	4.45987559130419	3.55928574939291	3.59884848745768
ALDOB	5.78464110547105	0.17628195409317	0.101941748714626	1.95065530268669	0.0971932383953314	0.0626072699589148	0.178507188062126
