gene	alpha	beta	delta	PP
BRAF	1.45896121744916	1.4908340897719	1.5732747304615	1.77640988882842
ZFP36L1	0.454859136459265	0.20755622780832	0.450232693521079	0.250730890492957
ZFP36L2	0.673313189568983	1.83408861126916	1.17220261292282	1.54874351331803
BRS3	0.614794907048938	0.0269378914368239	0	0.187627221669619
BSG	4.95888837563689	4.09252959903338	3.99894776849584	4.75178788178213
BTC	0.32039600492245	0.22099321561265	0.398669409102363	0.182081932635633
BTD	1.29298100227741	0.700850451037598	1.39116461580035	1.10514902407772
KLF9	0.642819172137126	1.01730840078689	1.48813716666948	1.44024194479563
KLF5	0.0346197585470407	0.090203650725285	0.131069200328504	0.376675322790944
BTF3	4.8958876211533	6.09413549693014	5.28676254440094	5.22842609135534
BTG1	3.38939533336198	2.90445669852913	3.06040874873637	3.49292666737969
BYSL	0.216911213542552	0.19303886848279	0.235808026043246	0.209303272626863
TSPO	0.498059462360625	0.259236322231276	0.50913856803328	0.726623815336192
C1QBP	1.87318377520582	1.69636776019386	1.38018903240948	1.52499878871406
SERPING1	0.0556329571707003	0.0522599401323	0.0352117637245285	0.0794034736184636
C1S	0.0619841367391397	0.0406035539813615	0.121458951780249	0.07906240304585
C3	0.0784943473416048	0.0349942796319603	0.143285765019911	0.114095604092384
C4A	0.219311212048497	0.173811292851398	0.398037488817645	0.5292823190459
C4B	0.22800840384187	0.173968433138609	0.436981934162441	0.538416822218228
C5	0.155737152025953	0.106045441961388	0.127281279886134	0.103832630114536
OSGIN2	0.463335153198997	0.517970343719228	0.687051110489237	0.612968635271472
VPS51	0.914478423268631	1.00838905105206	1.10432996037717	1.49768344596881
MRPL49	1.31137316818114	1.94019462044165	2.13692151790698	2.06888574938031
MPPED2	0.0921694842014611	0.0347461711319905	0.0372765684731728	0.645917079873272
MYRF	0.63020029989811	0.172252741772776	0.423618571216233	1.05948259223033
TMEM258	8.06874963840727	7.47584377081387	8.09001943528208	7.79127135116004
DAGLA	0.302428392991759	0.164324398814676	0.0379441566189017	0.20169103556693
LDLRAD4	0.00620346737113145	0.311828772270813	0.358103069124868	0.40645922961057
PTTG1IP	2.05498201249362	2.10387851141289	1.91475124777769	1.96343610462766
C21orf2	0.31860114231013	0.325977439140181	0.248580125571832	0.324383295306754
TMEM50B	2.05905555144078	2.24638067560397	1.84003046514793	2.40455436586606
CA2	0.237504618837711	0.0250101671231995	0.0464170040115134	0.132436912235481
CA5AP1	0.00772239294412272	0.00739226818595092	0.0211932546658433	0.0219703677804607
CA8	0.520815189262431	0.521254439255539	1.14478354487682	0.681531851033775
CA11	0.599169330171705	0.517813417660254	0.359573006986663	0.84712188152542
CACNA1A	1.14488289504334	0.86931538596942	1.1136348185415	1.66533133749631
CACNA1B	0.21051616308439	0.157853489150556	0.235807220261255	0.348324900437167
CACNA1C	0.382360544182381	0.321836335345326	0.473349656389428	0.374514364482158
CACNA1D	1.36052673581468	1.85083106407346	1.52830823592997	2.64266787478758
DDR1	2.66657576727612	2.63765605119092	3.03861923584873	4.31022048867074
CACNA2D1	0.790325123049897	2.29575979624776	2.01433909402202	2.73628693858912
CACNB2	3.4749889868634	2.04337718762539	2.29120284893193	1.85895865469954
CACNB3	0.146146653025308	0.0391566566207791	0.125855108621143	0.0426582086785135
SLC25A20	1.0823196415882	0.77941909665564	0.405716972546144	1.54904244813705
CAD	0.287572633437986	0.257138942120224	0.175045805650622	0.270910794368278
CALB1	0.00807452697288318	0.045951622647535	1.60921470990108	2.69219930598377
CALCB	0.273942623784096	0.146268247609094	0.175531882643832	0.293161706287929
CALD1	0.0914647409891551	1.67605969136144	1.38474190416025	0.0889812225424316
CALM1	7.03806835281355	7.59873974260517	6.6706440300403	7.38996844499268
