trait	panel	cell	adjust	raw	size	tag
ADHD	DER22	Ex4	-5.28306931292077	5.28306931292077	98	DER22_Ex4
ADHD	DER22	Ex5b	-16.6837608788733	16.6837608788733	98	DER22_Ex5b
ADHD	DER22	Ex6a	-13.9848082109822	13.9848082109822	98	DER22_Ex6a
ADHD	DER22	Ex6b	-11.0304514053739	11.0304514053739	98	DER22_Ex6b
ADHD	DER22	Ex8	-18.8317230030353	18.8317230030353	98	DER22_Ex8
ADHD	DER22	In1a	-14.1170891467819	14.1170891467819	98	DER22_In1a
ADHD	DER22	In1b	-7.2320707051121	7.2320707051121	98	DER22_In1b
ADHD	DER22	In1c	-11.3884001936903	11.3884001936903	98	DER22_In1c
ADHD	DER22	In3	-9.88754523591181	9.88754523591181	98	DER22_In3
ADHD	DER22	In4a	-7.30147942329092	7.30147942329092	98	DER22_In4a
ADHD	DER22	In4b	-7.27509723435754	7.27509723435754	98	DER22_In4b
ADHD	DER22	In6a	-8.87216855329287	8.87216855329287	98	DER22_In6a
ADHD	DER22	In7	-15.6737700758369	15.6737700758369	98	DER22_In7
ADHD	DER22	In8	-9.0999437489788	9.0999437489788	98	DER22_In8
ADHD	DER22	Microglia	-6.95177595642945	6.95177595642945	98	DER22_Microglia
ADHD	DER22	OPC	-17.0681312358837	17.0681312358837	98	DER22_OPC
ADHD	DER22	Per	-15.3726494147321	15.3726494147321	98	DER22_Per
ASD	DER22	Astro	-31.3751441266232	31.3751441266232	98	DER22_Astro
ASD	DER22	Ex1	-14.8574285462269	14.8574285462269	98	DER22_Ex1
ASD	DER22	Ex6a	-9.56947950071078	9.56947950071078	98	DER22_Ex6a
ASD	DER22	In1a	-7.05608982460601	7.05608982460601	98	DER22_In1a
ASD	DER22	In6b	-9.89136322708408	9.89136322708408	98	DER22_In6b
ASD	DER22	In7	-5.87906459190592	5.87906459190592	98	DER22_In7
ASD	DER22	In8	-8.27184860460593	8.27184860460593	98	DER22_In8
ASD	DER22	Microglia	-6.53177000621914	6.53177000621914	98	DER22_Microglia
ASD	DER22	OPC	-22.0575076094896	22.0575076094896	98	DER22_OPC
BD	DER22	Astro	-20.3309530589775	20.3309530589775	98	DER22_Astro
BD	DER22	Ex1	-42.2522322090921	42.2522322090921	98	DER22_Ex1
BD	DER22	Ex2	-38.1359685039563	38.1359685039563	98	DER22_Ex2
BD	DER22	Ex3e	-7.68283208644673	7.68283208644673	98	DER22_Ex3e
BD	DER22	Ex4	-31.5955544562329	31.5955544562329	98	DER22_Ex4
BD	DER22	Ex5b	-22.9511652469382	22.9511652469382	98	DER22_Ex5b
BD	DER22	Ex6a	-7.35931798277731	7.35931798277731	98	DER22_Ex6a
BD	DER22	Ex6b	-19.1215654001863	19.1215654001863	98	DER22_Ex6b
BD	DER22	Ex8	-26.4579546681189	26.4579546681189	98	DER22_Ex8
BD	DER22	In1a	-21.8688092463825	21.8688092463825	98	DER22_In1a
BD	DER22	In1b	-17.6463217681185	17.6463217681185	98	DER22_In1b
BD	DER22	In1c	-11.5411517394263	11.5411517394263	98	DER22_In1c
BD	DER22	In3	-25.0554719170236	25.0554719170236	98	DER22_In3
BD	DER22	In4a	-39.7967828311055	39.7967828311055	98	DER22_In4a
BD	DER22	In4b	-19.811574470124	19.811574470124	98	DER22_In4b
BD	DER22	In6b	-12.9779456638354	12.9779456638354	98	DER22_In6b
BD	DER22	In7	-16.4415377287651	16.4415377287651	98	DER22_In7
BD	DER22	In8	-7.51385844168743	7.51385844168743	98	DER22_In8
BD	DER22	Per	-14.4628324240401	14.4628324240401	98	DER22_Per
BMI	DER22	Astro	-21.1341755736766	21.1341755736766	98	DER22_Astro
BMI	DER22	Ex1	-20.4632959761207	20.4632959761207	98	DER22_Ex1
BMI	DER22	Ex2	-21.297001922996	21.297001922996	98	DER22_Ex2
BMI	DER22	Ex4	-24.675102620319	24.675102620319	98	DER22_Ex4
BMI	DER22	Ex5b	-12.3155483526858	12.3155483526858	98	DER22_Ex5b
BMI	DER22	Ex6a	-22.4455031793777	22.4455031793777	98	DER22_Ex6a
BMI	DER22	Ex6b	-34.8738765976544	34.8738765976544	98	DER22_Ex6b
BMI	DER22	Ex8	-23.751272014843	23.751272014843	98	DER22_Ex8
BMI	DER22	In1a	-9.99448655560229	9.99448655560229	98	DER22_In1a
BMI	DER22	In1b	-13.4229650588402	13.4229650588402	98	DER22_In1b
BMI	DER22	In1c	-32.7926701222875	32.7926701222875	98	DER22_In1c
BMI	DER22	In3	-22.9234079468105	22.9234079468105	98	DER22_In3
BMI	DER22	In4a	-18.7344970143318	18.7344970143318	98	DER22_In4a
BMI	DER22	In6a	-14.017693034209	14.017693034209	98	DER22_In6a
BMI	DER22	In6b	-15.4916180888374	15.4916180888374	98	DER22_In6b
BMI	DER22	In7	-17.5904165925064	17.5904165925064	98	DER22_In7
BMI	DER22	In8	-21.5365142113173	21.5365142113173	98	DER22_In8
BMI	DER22	Microglia	-19.8374743807111	19.8374743807111	98	DER22_Microglia
BMI	DER22	Oligo	-10.5426670133392	10.5426670133392	98	DER22_Oligo
BMI	DER22	OPC	-23.836157875555	23.836157875555	98	DER22_OPC
BMI	DER22	Per	-12.8652832970933	12.8652832970933	98	DER22_Per
DS	DER22	Astro	-40.086052046166	40.086052046166	98	DER22_Astro
DS	DER22	Endo	-19.3064205260598	19.3064205260598	98	DER22_Endo
DS	DER22	Ex1	-18.7252727319848	18.7252727319848	98	DER22_Ex1
DS	DER22	Ex2	-19.2441983971466	19.2441983971466	98	DER22_Ex2
DS	DER22	Ex3e	-19.9344442896142	19.9344442896142	98	DER22_Ex3e
DS	DER22	Ex4	-11.6691274419866	11.6691274419866	98	DER22_Ex4
DS	DER22	Ex5b	-15.1421189568489	15.1421189568489	98	DER22_Ex5b
DS	DER22	Ex6a	-10.0214094884216	10.0214094884216	98	DER22_Ex6a
DS	DER22	Ex6b	-16.1669738372308	16.1669738372308	98	DER22_Ex6b
DS	DER22	Ex8	-15.5568071759754	15.5568071759754	98	DER22_Ex8
DS	DER22	In1a	-27.9680708304284	27.9680708304284	98	DER22_In1a
DS	DER22	In1b	-28.6272980828894	28.6272980828894	98	DER22_In1b
DS	DER22	In1c	-54.7434522812836	54.7434522812836	98	DER22_In1c
DS	DER22	In3	-33.7548550697283	33.7548550697283	98	DER22_In3
DS	DER22	In4a	-37.8425830359374	37.8425830359374	98	DER22_In4a
DS	DER22	In4b	-49.6926955953039	49.6926955953039	98	DER22_In4b
DS	DER22	In6a	-34.9376844961219	34.9376844961219	98	DER22_In6a
DS	DER22	In6b	-25.576416201869	25.576416201869	98	DER22_In6b
DS	DER22	In7	-27.9150823958867	27.9150823958867	98	DER22_In7
DS	DER22	In8	-38.8971945666697	38.8971945666697	98	DER22_In8
DS	DER22	Microglia	-41.4591508238536	41.4591508238536	98	DER22_Microglia
DS	DER22	Oligo	-46.7093318575713	46.7093318575713	98	DER22_Oligo
DS	DER22	OPC	-29.0542749610635	29.0542749610635	98	DER22_OPC
DS	DER22	Per	-46.3754797906102	46.3754797906102	98	DER22_Per
EDU	DER22	Astro	-7.61185515233825	7.61185515233825	98	DER22_Astro
EDU	DER22	Endo	-21.0669962998513	21.0669962998513	98	DER22_Endo
EDU	DER22	Ex1	-34.749982678924	34.749982678924	98	DER22_Ex1
EDU	DER22	Ex2	-27.4883013137955	27.4883013137955	98	DER22_Ex2
EDU	DER22	Ex3e	-10.8933152906931	10.8933152906931	98	DER22_Ex3e
EDU	DER22	Ex4	-28.9644877037802	28.9644877037802	98	DER22_Ex4
EDU	DER22	Ex5b	-40.5510774309738	40.5510774309738	98	DER22_Ex5b
EDU	DER22	Ex6a	-25.5247701397178	25.5247701397178	98	DER22_Ex6a
EDU	DER22	Ex6b	-29.3550524129732	29.3550524129732	98	DER22_Ex6b
EDU	DER22	Ex8	-25.1673091649288	25.1673091649288	98	DER22_Ex8
EDU	DER22	Ex9	-9.98432579576466	9.98432579576466	98	DER22_Ex9
EDU	DER22	In1a	-26.3563625876478	26.3563625876478	98	DER22_In1a
EDU	DER22	In1b	-21.2221335947813	21.2221335947813	98	DER22_In1b
EDU	DER22	In1c	-21.2228000582878	21.2228000582878	98	DER22_In1c
EDU	DER22	In3	-31.5701412793424	31.5701412793424	98	DER22_In3
EDU	DER22	In4a	-17.6844768108455	17.6844768108455	98	DER22_In4a
EDU	DER22	In4b	-24.6565957348915	24.6565957348915	98	DER22_In4b
EDU	DER22	In6a	-26.5034364487622	26.5034364487622	98	DER22_In6a
EDU	DER22	In6b	-19.401021901917	19.401021901917	98	DER22_In6b
EDU	DER22	In7	-26.2070974135613	26.2070974135613	98	DER22_In7
EDU	DER22	In8	-31.5043497315389	31.5043497315389	98	DER22_In8
EDU	DER22	Microglia	-28.5329322113001	28.5329322113001	98	DER22_Microglia
EDU	DER22	Oligo	-22.6584729744296	22.6584729744296	98	DER22_Oligo
EDU	DER22	OPC	-19.5806785586648	19.5806785586648	98	DER22_OPC
EDU	DER22	Per	-16.2348766835548	16.2348766835548	98	DER22_Per
GNEU	DER22	Astro	-43.4835859659445	43.4835859659445	98	DER22_Astro
GNEU	DER22	Ex1	-19.7589659158903	19.7589659158903	98	DER22_Ex1
GNEU	DER22	Ex2	-31.7842926352149	31.7842926352149	98	DER22_Ex2
GNEU	DER22	Ex3e	-46.1098681505389	46.1098681505389	98	DER22_Ex3e
GNEU	DER22	Ex4	-41.4778176283918	41.4778176283918	98	DER22_Ex4
GNEU	DER22	Ex5b	-19.5948045844995	19.5948045844995	98	DER22_Ex5b
GNEU	DER22	Ex6a	-33.511472939039	33.511472939039	98	DER22_Ex6a
GNEU	DER22	Ex6b	-27.4102260011968	27.4102260011968	98	DER22_Ex6b
GNEU	DER22	Ex8	-42.227972809851	42.227972809851	98	DER22_Ex8
GNEU	DER22	Ex9	-32.6684649486872	32.6684649486872	98	DER22_Ex9
GNEU	DER22	In1a	-42.3565587567408	42.3565587567408	98	DER22_In1a
GNEU	DER22	In1b	-58.1755649100088	58.1755649100088	98	DER22_In1b
GNEU	DER22	In1c	-45.759799869409	45.759799869409	98	DER22_In1c
GNEU	DER22	In3	-46.9515136792259	46.9515136792259	98	DER22_In3
GNEU	DER22	In4a	-44.3405638886742	44.3405638886742	98	DER22_In4a
GNEU	DER22	In4b	-25.0335130161928	25.0335130161928	98	DER22_In4b
GNEU	DER22	In6a	-40.8332425824509	40.8332425824509	98	DER22_In6a
GNEU	DER22	In6b	-29.363067167794	29.363067167794	98	DER22_In6b
GNEU	DER22	In7	-32.6262299300918	32.6262299300918	98	DER22_In7
GNEU	DER22	In8	-29.8268435031515	29.8268435031515	98	DER22_In8
GNEU	DER22	Microglia	-16.4212860922908	16.4212860922908	98	DER22_Microglia
GNEU	DER22	Oligo	-27.0502495086233	27.0502495086233	98	DER22_Oligo
GNEU	DER22	OPC	-38.1015171205072	38.1015171205072	98	DER22_OPC
GNEU	DER22	Per	-32.8513078049044	32.8513078049044	98	DER22_Per
Height	DER22	In8	-5.48463156497798	5.48463156497798	98	DER22_In8
Height	DER22	Oligo	-10.071081343863	10.071081343863	98	DER22_Oligo
IP	DER22	OPC	-5.27692839945926	5.27692839945926	98	DER22_OPC
LungFVC	DER22	Ex2	-8.08659159855604	8.08659159855604	98	DER22_Ex2
LungFVC	DER22	Ex3e	-17.965075543931	17.965075543931	98	DER22_Ex3e
LungFVC	DER22	Ex4	-9.59847338986251	9.59847338986251	98	DER22_Ex4
LungFVC	DER22	Ex6a	-16.406027396786	16.406027396786	98	DER22_Ex6a
LungFVC	DER22	Ex6b	-5.20912075781691	5.20912075781691	98	DER22_Ex6b
LungFVC	DER22	Ex8	-5.21178932527417	5.21178932527417	98	DER22_Ex8
LungFVC	DER22	Ex9	-27.5221266131777	27.5221266131777	98	DER22_Ex9
LungFVC	DER22	In1b	-6.7214643495466	6.7214643495466	98	DER22_In1b
LungFVC	DER22	In6a	-13.5529552744026	13.5529552744026	98	DER22_In6a
LungFVC	DER22	In7	-10.5143304068208	10.5143304068208	98	DER22_In7
MDD	DER22	Astro	-13.0054297070076	13.0054297070076	98	DER22_Astro
MDD	DER22	In1a	-29.6424963992631	29.6424963992631	98	DER22_In1a
MDD	DER22	In1b	-36.6687670475867	36.6687670475867	98	DER22_In1b
MDD	DER22	In1c	-24.0699198196206	24.0699198196206	98	DER22_In1c
MDD	DER22	In3	-26.3203832676694	26.3203832676694	98	DER22_In3
MDD	DER22	In4a	-23.4781834674332	23.4781834674332	98	DER22_In4a
MDD	DER22	In4b	-8.36930615509973	8.36930615509973	98	DER22_In4b
MDD	DER22	In6a	-18.322415976408	18.322415976408	98	DER22_In6a
MDD	DER22	In6b	-25.3073223427895	25.3073223427895	98	DER22_In6b
MDD	DER22	In7	-12.4564014714038	12.4564014714038	98	DER22_In7
MDD	DER22	In8	-9.55076881645471	9.55076881645471	98	DER22_In8
MDD	DER22	Oligo	-6.18019949951985	6.18019949951985	98	DER22_Oligo
MDD	DER22	OPC	-29.0071179163761	29.0071179163761	98	DER22_OPC
NEU	DER22	Astro	-35.3282295843141	35.3282295843141	98	DER22_Astro
NEU	DER22	Ex1	-6.74097555428924	6.74097555428924	98	DER22_Ex1
NEU	DER22	Ex2	-21.4838419455418	21.4838419455418	98	DER22_Ex2
NEU	DER22	Ex3e	-7.20512143859319	7.20512143859319	98	DER22_Ex3e
NEU	DER22	Ex4	-8.31156839175883	8.31156839175883	98	DER22_Ex4
NEU	DER22	Ex5b	-12.1268153294455	12.1268153294455	98	DER22_Ex5b
NEU	DER22	Ex6a	-13.4069000972534	13.4069000972534	98	DER22_Ex6a
NEU	DER22	Ex6b	-8.53698932911033	8.53698932911033	98	DER22_Ex6b
NEU	DER22	Ex8	-21.0718278408821	21.0718278408821	98	DER22_Ex8
NEU	DER22	In1a	-28.1917503860673	28.1917503860673	98	DER22_In1a
NEU	DER22	In1b	-18.8928029337526	18.8928029337526	98	DER22_In1b
NEU	DER22	In1c	-30.8514080914549	30.8514080914549	98	DER22_In1c
NEU	DER22	In3	-15.9484422129207	15.9484422129207	98	DER22_In3
NEU	DER22	In4a	-28.8529569501725	28.8529569501725	98	DER22_In4a
NEU	DER22	In4b	-34.9175391807273	34.9175391807273	98	DER22_In4b
NEU	DER22	In6a	-17.6390399865152	17.6390399865152	98	DER22_In6a
NEU	DER22	In6b	-32.1472702315666	32.1472702315666	98	DER22_In6b
NEU	DER22	In7	-10.5582045028408	10.5582045028408	98	DER22_In7
NEU	DER22	In8	-17.3030638295132	17.3030638295132	98	DER22_In8
NEU	DER22	Microglia	-36.1716387046206	36.1716387046206	98	DER22_Microglia
NEU	DER22	Oligo	-18.1648246531385	18.1648246531385	98	DER22_Oligo
NEU	DER22	OPC	-46.2780834222315	46.2780834222315	98	DER22_OPC
NEU	DER22	Per	-39.4523665656855	39.4523665656855	98	DER22_Per
OCD	DER22	In1a	-11.759478631148	11.759478631148	98	DER22_In1a
PanCan	DER22	Ex2	-7.21237621813669	7.21237621813669	98	DER22_Ex2
PanCan	DER22	Ex3e	-13.0355356419165	13.0355356419165	98	DER22_Ex3e
PanCan	DER22	Ex4	-11.2332875635398	11.2332875635398	98	DER22_Ex4
PanCan	DER22	Ex6a	-8.80422578980459	8.80422578980459	98	DER22_Ex6a
PanCan	DER22	Ex6b	-15.7669754628002	15.7669754628002	98	DER22_Ex6b
PanCan	DER22	Ex8	-8.2258676226939	8.2258676226939	98	DER22_Ex8
PanCan	DER22	Oligo	-8.88898687836527	8.88898687836527	98	DER22_Oligo
PD	DER22	Ex1	-6.75192705521043	6.75192705521043	98	DER22_Ex1
PD	DER22	Ex2	-6.26306508105142	6.26306508105142	98	DER22_Ex2
PD	DER22	Ex3e	-31.0954438605313	31.0954438605313	98	DER22_Ex3e
PD	DER22	Ex4	-13.5432794392643	13.5432794392643	98	DER22_Ex4
PD	DER22	Ex5b	-17.227890285829	17.227890285829	98	DER22_Ex5b
PD	DER22	Ex6b	-6.944809518388	6.944809518388	98	DER22_Ex6b
PD	DER22	Ex8	-6.34892174705038	6.34892174705038	98	DER22_Ex8
PD	DER22	Ex9	-38.1279911823073	38.1279911823073	98	DER22_Ex9
PD	DER22	In1a	-8.0821105801237	8.0821105801237	98	DER22_In1a
PD	DER22	In1c	-11.0912137612232	11.0912137612232	98	DER22_In1c
PD	DER22	In6a	-8.61638079082738	8.61638079082738	98	DER22_In6a
PD	DER22	In6b	-7.2857297754811	7.2857297754811	98	DER22_In6b
PD	DER22	In7	-5.64187324579938	5.64187324579938	98	DER22_In7
RHR	DER22	Ex1	-10.8376514934422	10.8376514934422	98	DER22_Ex1
RHR	DER22	Ex5b	-11.8968454616798	11.8968454616798	98	DER22_Ex5b
RHR	DER22	Ex6a	-5.60130837532304	5.60130837532304	98	DER22_Ex6a
RHR	DER22	Ex6b	-14.0113180695467	14.0113180695467	98	DER22_Ex6b
RHR	DER22	Ex8	-7.02266837640413	7.02266837640413	98	DER22_Ex8
RHR	DER22	In3	-15.6942096498599	15.6942096498599	98	DER22_In3
RHR	DER22	In6b	-8.7633714222556	8.7633714222556	98	DER22_In6b
RHR	DER22	Per	-9.38838055879061	9.38838055879061	98	DER22_Per
SCZ	DER22	Astro	-27.8060042670326	27.8060042670326	98	DER22_Astro
SCZ	DER22	Endo	-26.0297076773764	26.0297076773764	98	DER22_Endo
SCZ	DER22	Ex1	-29.9888869013776	29.9888869013776	98	DER22_Ex1
SCZ	DER22	Ex2	-15.6460786148891	15.6460786148891	98	DER22_Ex2
SCZ	DER22	Ex3e	-23.9422599192934	23.9422599192934	98	DER22_Ex3e
SCZ	DER22	Ex4	-29.659112529171	29.659112529171	98	DER22_Ex4
SCZ	DER22	Ex5b	-17.3257081876775	17.3257081876775	98	DER22_Ex5b
SCZ	DER22	Ex6a	-19.9216819495404	19.9216819495404	98	DER22_Ex6a
SCZ	DER22	Ex6b	-26.3151888532667	26.3151888532667	98	DER22_Ex6b
SCZ	DER22	Ex8	-37.8302218329692	37.8302218329692	98	DER22_Ex8
SCZ	DER22	Ex9	-7.22192994062522	7.22192994062522	98	DER22_Ex9
SCZ	DER22	In1a	-29.0697791615548	29.0697791615548	98	DER22_In1a
SCZ	DER22	In1b	-43.9560020952234	43.9560020952234	98	DER22_In1b
SCZ	DER22	In1c	-33.8297098796908	33.8297098796908	98	DER22_In1c
SCZ	DER22	In3	-28.3324570017586	28.3324570017586	98	DER22_In3
SCZ	DER22	In4a	-23.8643893570101	23.8643893570101	98	DER22_In4a
SCZ	DER22	In4b	-23.5739227028379	23.5739227028379	98	DER22_In4b
SCZ	DER22	In6a	-24.209401098727	24.209401098727	98	DER22_In6a
SCZ	DER22	In6b	-20.5124769700612	20.5124769700612	98	DER22_In6b
SCZ	DER22	In7	-29.1607771409673	29.1607771409673	98	DER22_In7
SCZ	DER22	In8	-19.2664697695184	19.2664697695184	98	DER22_In8
SCZ	DER22	Microglia	-30.3477234769006	30.3477234769006	98	DER22_Microglia
SCZ	DER22	Oligo	-23.7911404034386	23.7911404034386	98	DER22_Oligo
SCZ	DER22	OPC	-39.2847891645569	39.2847891645569	98	DER22_OPC
SCZ	DER22	Per	-46.3158494026773	46.3158494026773	98	DER22_Per
COL	DER22	Ex1	-20.1628347355224	20.1628347355224	98	DER22_Ex1
COL	DER22	Ex2	-10.6477122062368	10.6477122062368	98	DER22_Ex2
COL	DER22	Ex3e	-8.49514609387408	8.49514609387408	98	DER22_Ex3e
COL	DER22	Ex4	-9.97308549352639	9.97308549352639	98	DER22_Ex4
COL	DER22	Ex5b	-16.1059588996964	16.1059588996964	98	DER22_Ex5b
COL	DER22	Ex6a	-14.8609573478749	14.8609573478749	98	DER22_Ex6a
COL	DER22	Ex6b	-22.4406418483592	22.4406418483592	98	DER22_Ex6b
COL	DER22	Ex8	-14.5817280137046	14.5817280137046	98	DER22_Ex8
COL	DER22	Ex9	-16.4842821983058	16.4842821983058	98	DER22_Ex9
COL	DER22	In1a	-15.056325921843	15.056325921843	98	DER22_In1a
COL	DER22	In1b	-16.0667552365459	16.0667552365459	98	DER22_In1b
COL	DER22	In1c	-15.1812187227304	15.1812187227304	98	DER22_In1c
COL	DER22	In3	-19.3430178060055	19.3430178060055	98	DER22_In3
COL	DER22	In4a	-9.37209804321134	9.37209804321134	98	DER22_In4a
COL	DER22	In4b	-11.0132562701572	11.0132562701572	98	DER22_In4b
COL	DER22	In6a	-10.9014761123157	10.9014761123157	98	DER22_In6a
COL	DER22	In6b	-11.213471503473	11.213471503473	98	DER22_In6b
COL	DER22	In7	-14.1398154332239	14.1398154332239	98	DER22_In7
COL	DER22	In8	-13.0251961844224	13.0251961844224	98	DER22_In8
COL	DER22	OPC	-7.5421834100537	7.5421834100537	98	DER22_OPC
SWB	DER22	Ex2	-9.0435484391684	9.0435484391684	98	DER22_Ex2
SWB	DER22	Ex4	-21.6503679550775	21.6503679550775	98	DER22_Ex4
SWB	DER22	Ex6b	-5.69830214982949	5.69830214982949	98	DER22_Ex6b
SWB	DER22	Ex8	-18.5912516582933	18.5912516582933	98	DER22_Ex8
SWB	DER22	In1a	-8.4290919710209	8.4290919710209	98	DER22_In1a
SWB	DER22	In1b	-14.4642722435918	14.4642722435918	98	DER22_In1b
SWB	DER22	In1c	-19.4481618971866	19.4481618971866	98	DER22_In1c
SWB	DER22	In3	-9.30820726341733	9.30820726341733	98	DER22_In3
SWB	DER22	In4a	-13.6546280787834	13.6546280787834	98	DER22_In4a
SWB	DER22	In4b	-14.7954827583083	14.7954827583083	98	DER22_In4b
SWB	DER22	In7	-11.3355413511986	11.3355413511986	98	DER22_In7
SWB	DER22	In8	-9.11526905161771	9.11526905161771	98	DER22_In8
SWB	DER22	Microglia	-11.176476841473	11.176476841473	98	DER22_Microglia
SWB	DER22	Oligo	-5.79630691792552	5.79630691792552	98	DER22_Oligo
SWB	DER22	OPC	-5.39133350027991	5.39133350027991	98	DER22_OPC
T2D	DER22	Astro	-11.8857058320824	11.8857058320824	98	DER22_Astro
T2D	DER22	Oligo	-15.6109286481052	15.6109286481052	98	DER22_Oligo
T2D	DER22	OPC	-10.8995561552976	10.8995561552976	98	DER22_OPC
WHR	DER22	Astro	-5.53027548518024	5.53027548518024	98	DER22_Astro
WHR	DER22	Oligo	-13.5387399523786	13.5387399523786	98	DER22_Oligo
AUD	DER22	Astro	2.7506285	2.7506285	23	DER22_Astro
AUD	DER22	Ex1	2.7364365	2.7364365	18	DER22_Ex1
AUD	DER22	Ex2	2.6220485	2.6220485	14	DER22_Ex2
AUD	DER22	Ex4	2.884954	2.884954	22	DER22_Ex4
AUD	DER22	Ex5b	2.6542535	2.6542535	16	DER22_Ex5b
AUD	DER22	Ex6a	2.7504285	2.7504285	19	DER22_Ex6a
AUD	DER22	In1a	2.8256975	2.8256975	25	DER22_In1a
AUD	DER22	In1b	2.686966	2.686966	20	DER22_In1b
AUD	DER22	In1c	2.865151	2.865151	23	DER22_In1c
AUD	DER22	In3	3.226386	3.226386	38	DER22_In3
AUD	DER22	In4a	2.9379225	2.9379225	28	DER22_In4a
AUD	DER22	In4b	3.1478255	3.1478255	35	DER22_In4b
AUD	DER22	In6a	2.5120125	2.5120125	15	DER22_In6a
AUD	DER22	In7	3.161344	3.161344	38	DER22_In7
AUD	DER22	In8	2.659826	2.659826	18	DER22_In8
AUD	DER22	Microglia	2.2549245	2.2549245	11	DER22_Microglia
AUD	DER22	OPC	3.110924	3.110924	34	DER22_OPC
AUD	DER22	Per	2.647725	2.647725	27	DER22_Per
ALZ	DER22	Microglia	2.376792	2.376792	12	DER22_Microglia
ALS	DER22	Ex9	2.528291	2.528291	14	DER22_Ex9
ANEU	DER22	Ex2	2.7637745	2.7637745	21	DER22_Ex2
ANEU	DER22	Ex4	2.477211	2.477211	16	DER22_Ex4
ANEU	DER22	Ex5b	2.7181295	2.7181295	22	DER22_Ex5b
ANEU	DER22	Ex8	2.822714	2.822714	25	DER22_Ex8
ANEU	DER22	In1a	2.5024595	2.5024595	16	DER22_In1a
ANEU	DER22	In1b	2.6623765	2.6623765	20	DER22_In1b
ANEU	DER22	In1c	2.602992	2.602992	18	DER22_In1c
